"14970","Bharti Khandelwal","M/S Shakti Feed","LG Interactive Flat Panel 75TR3BF-B (18%)","167796","1.00","167796.61","2021-04-02",NULL
"14971","Bharti Khandelwal","M/S Shakti Feed","Spectra SRX-900-I5 OPS","33050","1.00","33050.85","2021-04-02",NULL
"14972","Dipankar Khandelwal","VATSALYA ENTERPRISES (JAIPUR)","LG LED 65TR3BF Panel IFP (18%)","97000","1.00","97000.00","2021-04-02",NULL
"14973","Dipankar Khandelwal","Seema Electricals","9U/500 Rack(for Computer Rack)","2750","2.00","5500.00","2021-04-02",NULL
"14974","Dipankar Khandelwal","Seema Electricals","PDU 5 AMP 6 SOCKET (For Computer Rack ) N","300","2.00","600.00","2021-04-02",NULL
"14975","Dipankar Khandelwal","Seema Electricals","ITE NETWORK CIRCULATION MODULE 90CFM N","320","2.00","640.00","2021-04-02",NULL
"14976","Dipankar Khandelwal","Seema Electricals","Horz Cable Organizer/1U/Loop HCO-1-L
","180","2.00","360.00","2021-04-02",NULL
"14977","Dipankar Khandelwal","Seema Electricals","Molex Cat 6 Datagate Panel 24 Port (Loaded)  PID-00141
","3400","2.00","6800.00","2021-04-02",NULL
"14978","Dipankar Khandelwal","Seema Electricals","MOLEX CAT-6 DataGate Jack, Shuttered  (White) KSJ-00018-02
","115","50.00","5750.00","2021-04-02",NULL
"14979","Dipankar Khandelwal","Seema Electricals","Molex Synergy Wall Plate 1 Port (White) WSY-00012-02
","50","50.00","2500.00","2021-04-02",NULL
"14980","Arpit Ojha","Abstract Solution & Consultants","AP CAT-6 DataGate Jack, Shuttered  (White) 
","65","18.00","1170.00","2021-04-02",NULL
"14981","Arpit Ojha","Abstract Solution & Consultants","AP DUAL PORT FACE PLATE","60","9.00","540.00","2021-04-02",NULL
"14982","Arpit Ojha","Abstract Solution & Consultants","Plastic Surface Box 1-2 MO (Gangbox)","20","9.00","180.00","2021-04-02",NULL
"14983","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","CANON 4K CAMCORDER XA40 (EU) WITH BACKPACK","81779","1.00","81779.66","2021-04-02",NULL
"14984","Raj Gaur","Jyoti Ligth Decorator","Molex Cat 6 Datagate Panel 24 Port (Loaded)  PID-00141
","3600","2.00","7200.00","2021-04-02",NULL
"14985","Raj Gaur","Jyoti Ligth Decorator","Cisco SF95-24-AS","3700","2.00","7400.00","2021-04-02",NULL
"14986","Raj Gaur","Jyoti Ligth Decorator","9U/500 Rack(for Computer Rack)","2750","1.00","2750.00","2021-04-02",NULL
"14987","Raj Gaur","Jyoti Ligth Decorator","PDU 5 AMP 6 SOCKET (For Computer Rack ) N","350","1.00","350.00","2021-04-02",NULL
"14988","Raj Gaur","Jyoti Ligth Decorator","ITE NETWORK CIRCULATION MODULE 90CFM N","250","1.00","250.00","2021-04-02",NULL
"14989","Raj Gaur","Jyoti Ligth Decorator","Horz Cable Organizer/1U/Loop HCO-1-L
","180","1.00","180.00","2021-04-02",NULL
"14990","Raj Gaur","Jyoti Ligth Decorator","Cantilaber Shelf Tray (For Computer Rack ) N","250","1.00","250.00","2021-04-02",NULL
"14991","Raj Gaur","Jyoti Ligth Decorator","Mounting Hardware-Cr(Pack of 10)(for Computer Rack)","75","1.00","75.00","2021-04-02",NULL
"14992","Raj Gaur","S.S.E COMPUTECH PRIVATE LIMITED","MC-SM SF 20 KM-1550 100FX (A)","625","3.00","1875.00","2021-04-02",NULL
"14993","Raj Gaur","S.S.E COMPUTECH PRIVATE LIMITED","MC-SM SF 20 KM -1310 100 FX (B)","625","3.00","1875.00","2021-04-02",NULL
"14994","Raj Gaur","S.S.E COMPUTECH PRIVATE LIMITED","AP-ES106P (AP 1205) Switch","1600","1.00","1600.00","2021-04-02",NULL
"14995","Raj Gaur","S.S.E COMPUTECH PRIVATE LIMITED","AP-ESG108P (AP1208)Camera POE Switch","2550","1.00","2550.00","2021-04-02",NULL
"14996","Dipankar Khandelwal","Kendriya Bhandar","LG Commercial LED TV (43UT640S)","24472","1.00","24227.93","2021-04-02",NULL
"14997","Faizan Lodi","Hi Tech Corporation","MC-SM SF 20 KM-1550 100FX (A)","625","5.00","3125.00","2021-04-02",NULL
"14998","Faizan Lodi","Hi Tech Corporation","MC-SM SF 20 KM -1310 100 FX (B)","625","5.00","3125.00","2021-04-02",NULL
"14999","Arpit Ojha","28 Rajput (Indian Army)","BENQ EW600","37500","1.00","37500.00","2021-04-02",NULL
"15000","Raj Gaur","KAANCHNABH INFOTECH PVT LTD  (JAIPUR)","Shelf/650 (For Computer Rack)","600","3.00","1800.00","2021-04-02",NULL
"15001","Raj Gaur","Computer Heartbeat","BenQ Projector GV1 SILVER 480P","22200","1.00","22200.00","2021-04-03",NULL
"15002","Raj Gaur","Global Computech","SXDS 9500 (300 Mbps Ceiling Mount AP/router/repeater)","4100","1.00","4100.00","2021-04-03",NULL
"15003","Raj Gaur","Quad Secure","BenQ LED GW2283","6800","2.00","13600.00","2021-04-03",NULL
"15004","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","4K 60 Recording Capture Card (E)","14237","1.00","14237.29","2021-04-03",NULL
"15005","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","4K 60 Recording Capture Card (E)","14915","1.00","14915.25","2021-04-03",NULL
"15006","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","LTK -539 (HDMI F TO HDMI F JOINTER )","169","2.00","338.98","2021-04-03",NULL
"15007","Raj Gaur","Balaji Enterprices","P.S Prime 4x6 American MW Motorised","3700","1.00","3700.00","2021-04-03",NULL
"15008","Faizan Lodi","S.S. Electronics","AP1216,16 PORT POE SWITCH","8300","2.00","16600.00","2021-04-03",NULL
"15009","Faizan Lodi","S.S. Electronics","AP-ESG1024P 24 Port POE Unmanaged Switch (AP 1224)","10800","2.00","21600.00","2021-04-03",NULL
"15010","Faizan Lodi","S.S. Electronics","Horz.Cable Organizer/1U/Channel OnFront HCO-1-CF
","340","17.00","5780.00","2021-04-03",NULL
"15011","Dipankar Khandelwal","Varun Beverages Limited (Mumbai)","FG60E Three  Year 24X7 Appliance","25400","1.00","25400.00","2021-04-03",NULL
"15012","Dipankar Khandelwal","Varun Beverages Limited (Mumbai)","FG60E Three  Year 24X7 LICENSE","38100","1.00","38100.00","2021-04-03",NULL
"15013","Raj Gaur","Global Computech","MCG-SM SF- 20 KM 1550 Giga Media Convertor (A)","1425","1.00","1425.00","2021-04-03",NULL
"15014","Raj Gaur","Global Computech","MCG-SM SF - 20 KM 1310 Giga Media Convertor (B)","1425","1.00","1425.00","2021-04-03",NULL
"15015","Raj Gaur","Unicom Electro Tech","6 U/600 RACK (For Computer Rack)","3000","1.00","3000.00","2021-04-03",NULL
"15016","Raj Gaur","Unicom Electro Tech","Cantilaber Shelf Tray (For Computer Rack ) N","250","2.00","500.00","2021-04-03",NULL
"15017","Faizan Lodi","Apex Corporation","P.S Lite 4x6 Mw Insta Lock","1750","3.00","5250.00","2021-04-03",NULL
"15018","Faizan Lodi","Apex Corporation","P.S Lite 5X7 Mw Insta Lock","2200","1.00","2200.00","2021-04-03",NULL
"15019","Raj Gaur","Megha Communication","RJ-45 Connector","3","200.00","600.00","2021-04-05",NULL
"15020","Bharti Khandelwal","Bhatia Ashram Private Limited (Suratgarh)","LG Interactive Flat Panel 75TR3BF-B (18%)","170338","1.00","170338.98","2021-04-05",NULL
"15021","Dipankar Khandelwal","Vardhman Computer Solutions","AIR-1200 MBPS DUAL BAND 2.4/5GHZ Ceilling Mount","12000","4.00","48000.00","2021-04-05",NULL
"15022","Faizan Lodi","S.S. Electronics","Horz.Cable Organizer/1U/Channel OnFront HCO-1-CF
","340","3.00","1020.00","2021-04-05",NULL
"15023","Raj Gaur","S.S.E COMPUTECH PRIVATE LIMITED","4U/400 Rack (For Computer Rack)","1500","1.00","1500.00","2021-04-05",NULL
"15024","Raj Gaur","Spiderlink Techno (P) Ltd","SXDS 9500 (300 Mbps Ceiling Mount AP/router/repeater)","4200","4.00","16800.00","2021-04-05",NULL
"15025","Raj Gaur","Spiderlink Techno (P) Ltd","Air Pro MO-750 MBPS Outdoor Ap","9500","3.00","28500.00","2021-04-05",NULL
"15026","Raj Gaur","Spiderlink Techno (P) Ltd","AP-ESG 1910P 8 Port POE + 2 SFP Uplink","6200","1.00","6200.00","2021-04-05",NULL
"15027","Dipankar Khandelwal","Tephra Infotech","AP GS 1910 8 Port POE-2GE + Giga Uplink Switch","5100","2.00","10200.00","2021-04-05",NULL
"15028","Dipankar Khandelwal","Tephra Infotech","Horz.Cable Organizer/1U/Channel OnFront HCO-1-CF
","340","5.00","1700.00","2021-04-05",NULL
"15029","Dipankar Khandelwal","Tephra Infotech","MCG-SM SF - 20 KM 1310 Giga Media Convertor (B)","1","1.00","1.00","2021-04-05",NULL
"15030","Dipankar Khandelwal","Bhushan Systems & Consultants","SEQRITE EPS TOTAL REGULAR 5 USER (CTR5)","3450","1.00","3450.00","2021-04-05",NULL
"15031","Dipankar Khandelwal","JAI JINENDRA ELECTRICALS (CHITTORGARH)","LG 43 INCH LED TV 43LT340C","18593","20.00","371875.00","2021-04-06",NULL
"15032","BISPL","Binary Infosolutions Pvt Ltd (MP)","AIR BRIDGE 5 5-11ac 450mbps Remote CPE with Built in Antenna","3300","1.00","3300.00","2021-04-06",NULL
"15033","Arpit Ojha","Royal Technologies","MOLEX CAT-6 305MTR CABLE  CAA-00076 Blue","6600","1.00","6600.00","2021-04-06",NULL
"15034","Raj Gaur","Isha Electronics","BENQ PROJECTOR MX808STH","29500","1.00","29500.00","2021-04-06",NULL
"15035","Raj Gaur","Sunrise Computers","12u/400 Rack (For Computer Rack)","3000","1.00","3000.00","2021-04-06",NULL
"15036","Raj Gaur","Sunrise Computers","Cantilaber Shelf Tray (For Computer Rack ) N","250","2.00","500.00","2021-04-06",NULL
"15037","Raj Gaur","Sunrise Computers","Horz.Cable Organizer/1U/Channel OnFront HCO-1-CF
","340","1.00","340.00","2021-04-06",NULL
"15038","Raj Gaur","Sunrise Computers","PDU Horz/6 Soc/6A/108KVA (BLACK)","515","1.00","515.00","2021-04-06",NULL
"15039","Raj Gaur","Perfect Technology","SFP1.25G Single Mode Dual Fiber LC Module","990","10.00","9900.00","2021-04-06",NULL
"15040","Raj Gaur","Perfect Technology","Fiber SCLC 3 MTR LSZH OM3 PATCH CORD 91.9L.372.0030","1400","2.00","2800.00","2021-04-06",NULL
"15041","Dipankar Khandelwal","ENSONIC COMPUTECH PVT LTD (JAIPUR)","LG SPLIT AC 3 STAR -MS-Q18PNXA","24609","4.00","98437.52","2021-04-06",NULL
"15042","Raj Gaur","LIFE CARE","Installation Charges","3000","3.00","9000.00","2021-04-06",NULL
"15043","Raj Gaur","At Your Services (Jaipur)","6U/400 Rack (for Computer Rack)","1780","1.00","1780.00","2021-04-06",NULL
"15044","Raj Gaur","Shanti Infotech","Plastic Surface Box 1-2 MO (Gangbox)","21","50.00","1050.00","2021-04-06",NULL
"15045","Dipankar Khandelwal","ADVANCE SECURITY SOLUTION","UNV NVR301-16E2 16 CHANNEL NVR","5800","2.00","10788.00","2021-04-07",NULL
"15046","Dipankar Khandelwal","ADVANCE SECURITY SOLUTION","UNV NVR301-04S2 4 CHANNEL NVR","3250","2.00","6045.00","2021-04-07",NULL
"15047","Dipankar Khandelwal","ADVANCE SECURITY SOLUTION","UNV 8CH NVR 301-08S2 8 Channel 1BAY","3950","2.00","7347.00","2021-04-07",NULL
"15048","Dipankar Khandelwal","ADVANCE SECURITY SOLUTION","UNV IPC3612LR3-PF28E 2MP IP DOME CAMERA","2550","20.00","45900.00","2021-04-07",NULL
"15049","Dipankar Khandelwal","ADVANCE SECURITY SOLUTION","UNV 2MP IP BULLET IPC2122LR3-PF60-E","2550","20.00","45900.00","2021-04-07",NULL
"15050","Dipankar Khandelwal","Spring Board Academy","22 U Rack Frame/600*600/Steel Casters Type 1","10800","1.00","10800.00","2021-04-07",NULL
"15051","Dipankar Khandelwal","Spring Board Academy","PDU Horz/6 Soc/6A/108KVA (BLACK)","525","1.00","525.00","2021-04-07",NULL
"15052","Dipankar Khandelwal","Spring Board Academy","Horz.Cable Organizer/1U/Channel OnFront HCO-1-CF
","310","1.00","310.00","2021-04-07",NULL
"15053","Dipankar Khandelwal","Spring Board Academy","Shelf /600(For Computer Rack)","550","1.00","550.00","2021-04-07",NULL
"15054","Dipankar Khandelwal","Spring Board Academy","ITE/SERVER RACK AIR CIRCULATION/TOWER MOUNT/180 CFM","1350","1.00","1350.00","2021-04-07",NULL
"15055","Dipankar Khandelwal","Spring Board Academy","Mounting Hardware -Cr(Pack of 20)(for Computer Rack","135","1.00","135.00","2021-04-07",NULL
"15056","Raj Gaur","Smb Enterprises","BENQ PROJECTOR TH585 WHITE","44900","1.00","44900.00","2021-04-07",NULL
"15057","Raj Gaur","Soft Tech Computer","Benq Projector MS560P White Svga","27000","1.00","27000.00","2021-04-07",NULL
"15058","Dipankar Khandelwal","Kendriya Bhandar","LG 32 HD READY COMMERCIAL 32LT340C","12203","1.00","12081.36","2021-04-07",NULL
"15059","BISPL","Cash","Molex Synergy Wall Plate 2 Port (White)WSY-00013-02
","50","1.00","50.00","2021-04-08",NULL
"15060","BISPL","Cash","Molex Synergy Wall Plate 1 Port (White) WSY-00012-02
","50","1.00","50.00","2021-04-08",NULL
"15061","BISPL","Cash","MOLEX CAT-6 DataGate Jack, Shuttered  (White) KSJ-00018-02
","115","3.00","345.00","2021-04-08",NULL
"15062","Dipankar Khandelwal","Sunrise Computers","FG60F  Hardware Plus Forticare","36750","1.00","36750.00","2021-04-08",NULL
"15063","Dipankar Khandelwal","Sunrise Computers","FG60F Three  Year 24X7 LICENSE","36750","1.00","36750.00","2021-04-08",NULL
"15064","Raj Gaur","Kumar Expert Computer","BenQ Projector MS535P","20200","1.00","20200.00","2021-04-08",NULL
"15065","Faizan Lodi","Computer  Ware House","AIR DRONE 2321 (150mbps Outdoor CPE 2.4GHZ)","3100","1.00","3100.00","2021-04-08",NULL
"15066","Raj Gaur","Computer Heartbeat","DELTA 1000VA OFFLINE UPS","3600","1.00","3600.00","2021-04-08",NULL
"15067","Faizan Lodi","All Well Computech","AIR DRONE 2321 (150mbps Outdoor CPE 2.4GHZ)","3000","1.00","3000.00","2021-04-08",NULL
"15068","Raj Gaur","S.S.E COMPUTECH PRIVATE LIMITED","MC-SM SF 20 KM-1550 100FX (A)","625","1.00","625.00","2021-04-08",NULL
"15069","Raj Gaur","S.S.E COMPUTECH PRIVATE LIMITED","MC-SM SF 20 KM -1310 100 FX (B)","625","1.00","625.00","2021-04-08",NULL
"15070","Raj Gaur","S.S.E COMPUTECH PRIVATE LIMITED","Techroutes SMSF 10/100 Media Convertor 20KM 1310-A","1650","3.00","4950.00","2021-04-08",NULL
"15071","Raj Gaur","S.S.E COMPUTECH PRIVATE LIMITED","Techroutes SMSF 10/100 Media Convertor 20KM 1550-B","1650","3.00","4950.00","2021-04-08",NULL
"15072","Dipankar Khandelwal","Armor Technosoft (Ajmer)","P.S Lite 6x8 MW Insta Lock","3000","1.00","3000.00","2021-04-09",NULL
"15073","Raj Gaur","Sunrise Computers","12u/400 Rack (For Computer Rack)","3000","1.00","3000.00","2021-04-09",NULL
"15074","Raj Gaur","Sunrise Computers","PDU 5 AMP 6 SOCKET (For Computer Rack ) N","350","1.00","350.00","2021-04-09",NULL
"15075","Raj Gaur","Sunrise Computers","ITE NETWORK CIRCULATION MODULE 90CFM N","250","1.00","250.00","2021-04-09",NULL
"15076","Raj Gaur","Sunrise Computers","Cantilaber Shelf Tray (For Computer Rack ) N","250","1.00","250.00","2021-04-09",NULL
"15077","Raj Gaur","Sunrise Computers","Horz.Cable Organizer/1U/Channel OnFront HCO-1-CF
","340","2.00","680.00","2021-04-09",NULL
"15078","Raj Gaur","Sunrise Computers","Mounting Hardware-Cr(Pack of 10)(for Computer Rack)","75","1.00","75.00","2021-04-09",NULL
"15079","Faizan Lodi","Naberiya infotech","BenQ Projector MS535P","20100","1.00","20100.00","2021-04-09",NULL
"15080","Faizan Lodi","Naberiya infotech","BenQ  Accs. Qcast HDMI","3600","1.00","3600.00","2021-04-09",NULL
"15081","Faizan Lodi","Naberiya infotech","Projector Mount 3 Ft MS","550","1.00","550.00","2021-04-09",NULL
"15082","Faizan Lodi","Naberiya infotech","SXDS 9500 (300 Mbps Ceiling Mount AP/router/repeater)","4200","1.00","4200.00","2021-04-09",NULL
"15083","Raj Gaur","Hari Enterprises","DECO 01(V2)-TABLET(N)","5593","1.00","5593.22","2021-04-09",NULL
"15084","Dipankar Khandelwal","Crystal Computers","CIS Add Lic for 3 Years","950","10.00","9500.00","2021-04-09",NULL
"15085","Dipankar Khandelwal","Crystal Computers","CIS Quickheal EPS Business for 3 Year","950","10.00","9500.00","2021-04-09",NULL
"15086","Dipankar Khandelwal","Bhushan Systems & Consultants","CTR AddTotal Security Regular","690","2.00","1380.00","2021-04-09",NULL
"15087","Dipankar Khandelwal","Broot Compusoft LLP (Jaipur)","QH EPS CTS Additional License","825","15.00","12375.00","2021-04-09",NULL
"15088","Dipankar Khandelwal","Jupiter Computer","FG30E  Hardware Plus Forticare","17000","1.00","17000.00","2021-04-09",NULL
"15089","Dipankar Khandelwal","Jupiter Computer","FG30E Three  Year 24X7 LICENSE","17000","1.00","17000.00","2021-04-09",NULL
"15090","Raj Gaur","Shree Ram Enterprises","SXDS 9500 (300 Mbps Ceiling Mount AP/router/repeater)","4000","10.00","40000.00","2021-04-09",NULL
"15091","Raj Gaur","G & C Projection","BENQ PROJECTOR TH585 WHITE","44900","1.00","44900.00","2021-04-09",NULL
"15092","Raj Gaur","Lucky Compu World","P.S LITE 6X8 MW TRIPOD","3700","1.00","3700.00","2021-04-09",NULL
"15093","Dipankar Khandelwal","Shriram General Insurance Company Ltd","FG60F  Hardware Plus Forticare","39000","1.00","39000.00","2021-04-10",NULL
"15094","Dipankar Khandelwal","Shriram General Insurance Company Ltd","FG60F Three  Year 24X7 LICENSE","39000","1.00","39000.00","2021-04-10",NULL
"15095","Raj Gaur","Global Computech","SXDS 9500 (300 Mbps Ceiling Mount AP/router/repeater)","4100","2.00","8200.00","2021-04-10",NULL
"15096","Vibhakar Sharma","Key Vision Dell Exclusive Store","Installation Charges","5000","1.00","5000.00","2021-04-10",NULL
"15097","Dipankar Khandelwal","Cyber Shoppe","XSPLIT SOFTWARE","5800","1.00","5800.00","2021-04-10",NULL
"15098","Faizan Lodi","Yus It Solution","AIRPRO CAT6 UTP 4/24AWG CABLE 305 MTR","5100","3.00","15300.00","2021-04-10",NULL
"15099","Dipankar Khandelwal","Ganpati engineering And Electricals","Molex Synergy Wall Plate 2 Port (White)WSY-00013-02
","51","10.00","510.00","2021-04-10",NULL
"15100","Dipankar Khandelwal","Ganpati engineering And Electricals","Molex Synergy Wall Plate 1 Port (White) WSY-00012-02
","51","37.00","1887.00","2021-04-10",NULL
"15101","Dipankar Khandelwal","Ganpati engineering And Electricals","Molex Cat5E Datagate I/O (KSJ-00032-02-I)","125","57.00","7125.00","2021-04-10",NULL
"15102","Faizan Lodi","All Well Computech","AIR DRONE 2321 (150mbps Outdoor CPE 2.4GHZ)","2975","2.00","5950.00","2021-04-10",NULL
"15103","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","LG Interactive Flat Panel 75TR3BF-B (18%)","180381","2.00","360762.72","2021-04-10",NULL
"15104","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","4K 60 Recording Capture Card (E)","14915","2.00","29830.50","2021-04-10",NULL
"15105","Raj Gaur","Vijay Infotech","Airpro Controller AP-WLC1500","0","1.00","0.85","2021-04-10",NULL
"15106","BISPL","Mahatma Gandhi P.G Mahavidyalaya","WF-2109[300MBPS Wireless N USB Adaptor","0","1.00","0.85","2021-04-10",NULL
"15107","Raj Gaur","S.S.E COMPUTECH PRIVATE LIMITED","P.S Lite 6x8 MW Insta Lock","3000","1.00","3000.00","2021-04-10",NULL
"15108","Dipankar Khandelwal","Vardhman Computer Solutions","6U/400 Rack (for Computer Rack)","1875","5.00","9375.00","2021-04-10",NULL
"15109","Dipankar Khandelwal","Vardhman Computer Solutions","Molex Synergy Wall Plate 2 Port (White)WSY-00013-02
","52","32.00","1664.00","2021-04-10",NULL
"15110","Dipankar Khandelwal","Vardhman Computer Solutions","MOLEX CAT-6 DataGate Jack, Shuttered  (White) KSJ-00018-02
","125","80.00","10000.00","2021-04-10",NULL
"15111","Raj Gaur","Ess Kay Fincorp Limited","4U/400 Rack (For Computer Rack)","1800","5.00","9000.00","2021-04-12",NULL
"15112","Raj Gaur","Ess Kay Fincorp Limited","MOLEX CAT-6 DataGate Jack, Shuttered  (White) KSJ-00018-02
","130","70.00","9100.00","2021-04-12",NULL
"15113","Raj Gaur","Ess Kay Fincorp Limited","Molex Synergy Wall Plate 1 Port (White) WSY-00012-02
","55","50.00","2750.00","2021-04-12",NULL
"15114","Bharti Khandelwal","jay singh pal","LG LED 65TR3BF Panel IFP (18%)","100000","1.00","100000.00","2021-04-12",NULL
"15115","Raj Gaur","Pragati Computers (Dawa Bazar)","MOLEX CAT-6 305MTR CABLE  CAA-00076 Blue","6000","2.00","12000.00","2021-04-12",NULL
"15116","Raj Gaur","Ess Kay Fincorp Limited","MOLEX CAT-6 305MTR CABLE  CAA-00076 Blue","6150","2.00","12300.00","2021-04-12",NULL
"15117","Raj Gaur","Ess Kay Fincorp Limited","Molex Synergy Wall Plate 1 Port (White) WSY-00012-02
","55","20.00","1100.00","2021-04-12",NULL
"15118","Raj Gaur","B.M. Infotrade (P) Ltd (Jaipur)","Molex Cat 6 Patch Cord 5 Mtr Blue  LSZH  PCD-02009-0H-I","180","6.00","1080.00","2021-04-12",NULL
"15119","Faizan Lodi","Computer  Ware House","AIR DRONE 2321 (150mbps Outdoor CPE 2.4GHZ)","3100","2.00","6200.00","2021-04-12",NULL
"15120","Dipankar Khandelwal","Sigma Infotech (S-Cscheme)","Grandstream USB Webcam 1080P@30FPS (GUV3100)","7500","1.00","7500.00","2021-04-12",NULL
"15121","BISPL","Cosmotech Communication Pvt Ltd (Delhi)","Installation Charges","1500","3.00","4500.00","2021-04-12",NULL
"15122","Rajneesh Srivastava","Chandra hi-tech solution","AIR BRIDGE 5 5-11ac 450mbps Remote CPE with Built in Antenna","4400","2.00","8800.00","2021-04-12",NULL
"15123","Raj Gaur","Super Mart","MOLEX CAT-6 305MTR CABLE  CAA-00076 Blue","5950","4.00","23800.00","2021-04-12",NULL
"15124","Dipankar Khandelwal","Techno Solutions","12U/500 Rack (for Computer Rack)","3150","1.00","3087.00","2021-04-13",NULL
"15125","Dipankar Khandelwal","Techno Solutions","ITE NETWORK CIRCULATION MODULE 90CFM N","450","1.00","441.00","2021-04-13",NULL
"15126","Dipankar Khandelwal","Techno Solutions","PDU 5 AMP 6 SOCKET (For Computer Rack ) N","490","1.00","480.20","2021-04-13",NULL
"15127","Dipankar Khandelwal","Techno Solutions","Horz Cable Organizer/1U/Loop HCO-1-L
","160","1.00","156.80","2021-04-13",NULL
"15128","Raj Gaur","AB COM(Sodala)","Projector Mount 3 Ft MS","750","1.00","750.00","2021-04-13",NULL
"15129","Rajneesh Srivastava","Deepak Kumar (Fatehpur)","LG LED 65TR3BF Panel IFP (18%)","103813","1.00","103813.56","2021-04-13",NULL
"15130","Raj Gaur","Ess Kay Fincorp Limited","12U/600 Rack (for Computer Rack)","5325","2.00","10650.00","2021-04-13",NULL
"15131","Rajneesh Srivastava","Asif Iqbal","LG Interactive Flat Panel 75TR3BF-B (18%)","172033","1.00","172033.90","2021-04-13",NULL
"15132","Raj Gaur","Ess Kay Fincorp Limited","Plastic Surface Box 1-2 MO (Gangbox)","22","70.00","1540.00","2021-04-13",NULL
"15133","Dipankar Khandelwal","Mars Infotech","CTS Total Security 3 Years (New)","980","50.00","48020.00","2021-04-13",NULL
"15134","Vibhakar Sharma","Champion Computers","PDU Horz/6 Soc/6A/108KVA (BLACK)","500","20.00","10000.00","2021-04-13",NULL
"15135","Raj Gaur","Magnifying Solutions (P) Ltd","BenQ Projector MS535P","20300","1.00","20300.00","2021-04-13",NULL
"15136","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","LTK-4K4/15M 4K HDMI M-M CABLE","2795","2.00","5590.00","2021-04-13",NULL
"15137","Dipankar Khandelwal","VIDYA SAGAR CAREER INSTITUTE LTD (JAIPUR)","XSPLIT SOFTWARE","5900","4.00","23600.00","2021-04-13",NULL
"15138","Dipankar Khandelwal","Vardhman Computer Solutions","Shelf /1000 BLACK","1050","3.00","3150.00","2021-04-13",NULL
"15139","Dipankar Khandelwal","Vardhman Computer Solutions","Cat 6 Patch Cord  Blue 1 Mtr(PCD-02041-0H-I .","115","30.00","3450.00","2021-04-13",NULL
"15140","Dipankar Khandelwal","Vardhman Computer Solutions","AP CAT6 PATCH CORD 12''(GRAY)","65","30.00","1950.00","2021-04-13",NULL
